loan_loan_id,account_id,loan_date,loan_amount,loan_duration,loan_payments,loan_status,district_id,acc_frequency,acc_date,order_amount_min,order_amount_max,order_amount_sum,order_amount_mean,order_amount_count,order_k_symbol__household,order_k_symbol__insurrance,order_k_symbol__leasing,order_k_symbol__loan,trans_date_min,trans_date_max,trans_date_duration,trans_amount_min,trans_amount_max,trans_amount_var,trans_amount_pct_25,trans_amount_pct_50,trans_amount_pct_75,trans_amount_sum,trans_amount_mean,trans_amount_count,trans_balance_min,trans_balance_max,trans_balance_var,trans_balance_pct_25,trans_balance_pct_50,trans_balance_pct_75,trans_balance_sum,trans_balance_mean,trans_balance_count,trans_type_credit,trans_type_withdrawal,trans_operation_collection_from_anotherbank,trans_operation_credit_card_withdrawal,trans_operation_credit_in_cash,trans_operation_remittance_to_anotherbank,trans_operation_withdrawal_in_cash,trans_k_symbol_household,trans_k_symbol_insurrance,trans_k_symbol_interest_credited,trans_k_symbol_loan,trans_k_symbol_old-age_pension,trans_k_symbol_payment_for_statement,trans_k_symbol_sanction_interest_neg_bal,client_gender,client_age,all_client_mean_age,all_client_count,card_type_classic,card_type_gold,card_type_junior,num_inhabitants,urban_rate,avg_salary,num_enterpreneurs_per1000inhabitants,unemploy_rate,number_crimes
6715,8411,1996-05-06,220620,60,3677.00,C,20,POPLATEK MESICNE,1994-12-02,3507.0,5812.0,12996.3,4332.099999999999,3,1,0,0,1,1994-12-02,1998-12-31,1490 days,15,33096,62676214.26428818,113.5,3507.0,5812.0,2361498,6024.2295918367345,392,1100,70273,131992536.28349595,24320.25,29802.0,36882.25,12391986,31612.20918367347,392,150.0,242.0,49.0,0.0,3.0,120.0,122.0,44.0,0.0,98.0,32.0,0.0,44.0,0.0,F,56,56.0,1,0,0,0,70646,0.584,8547,120,3.12,1552.5
6721,8475,1994-01-21,21072,24,878.00,A,4,POPLATEK MESICNE,1993-09-08,495.0,3833.0,5206.0,1735.3333333333333,3,1,0,0,1,1993-09-08,1998-12-31,1940 days,15,11040,5988542.178606726,110.0,800.0,3833.0,1089629,2002.9944852941176,544,1100,49594,39179439.30179558,27991.5,30992.5,35772.0,17314602,31828.3125,544,225.0,319.0,0.0,0.0,99.0,142.0,177.0,59.0,0.0,126.0,24.0,0.0,58.0,0.0,F,35,35.0,1,0,0,0,149893,0.674,9753,109,4.825,5568.0
6725,8489,1995-06-23,265320,36,7370.00,A,19,POPLATEK MESICNE,1993-09-18,3835.0,7370.0,11205.0,5602.5,2,1,0,0,1,1993-09-18,1998-12-31,1930 days,15,31500,46853878.25786646,120.0,3835.0,7370.0,2392645,5305.19955654102,451,700,80368,132912129.37899986,30837.0,37078.0,46643.5,17689338,39222.47893569845,451,194.0,257.0,0.0,0.0,68.0,95.0,162.0,59.0,0.0,126.0,36.0,0.0,58.0,0.0,F,51,50.0,2,0,0,0,51428,0.527,8402,120,3.54,1049.0
6726,8492,1995-09-03,85860,60,1431.00,C,2,POPLATEK MESICNE,1994-06-29,1431.0,4403.0,5834.0,2917.0,2,1,0,0,1,1994-06-29,1998-12-31,1646 days,5,27680,18752114.60220532,146.0,1431.0,4403.0,1395707,3307.362559241706,422,1000,84411,190872232.25939137,32849.5,38857.5,48112.75,17664806,41859.729857819904,422,183.0,239.0,0.0,34.0,75.0,89.0,116.0,49.0,0.0,108.0,40.0,0.0,49.0,0.0,F,44,44.0,1,1,0,0,88884,0.467,8507,132,1.725,2416.5
6727,8505,1997-12-10,42840,12,3570.00,A,70,POPLATEK MESICNE,1997-03-20,3570.0,3570.0,3570.0,3570.0,1,0,0,0,1,1997-03-20,1998-12-31,651 days,15,22908,43061897.02233278,108.5,2280.0,9750.0,702296,5202.1925925925925,135,1100,57767,77725943.94107245,30203.5,34874.0,39657.0,4754414,35217.88148148148,135,65.0,70.0,0.0,0.0,23.0,12.0,58.0,0.0,0.0,42.0,12.0,0.0,16.0,0.0,M,62,62.0,1,0,0,0,285387,0.899,10177,81,7.175,9993.0
6729,8519,1994-08-11,74688,12,6224.00,A,23,POPLATEK MESICNE,1993-04-02,6224.3,13711.0,19935.3,9967.65,2,1,0,0,1,1993-04-02,1998-12-31,2099 days,15,56019,185056301.9735715,167.0,6200.0,13711.0,5581784,10591.620493358634,527,1100,104902,290178971.55953443,37164.0,44747.0,58809.5,24951106,47345.552182163185,527,211.0,316.0,69.0,0.0,4.0,77.0,239.0,64.0,0.0,138.0,13.0,0.0,64.0,0.0,F,54,51.5,2,0,0,0,87419,0.855,8624,102,2.18,3038.5
6730,8523,1998-02-15,93036,12,7753.00,C,54,POPLATEK MESICNE,1996-11-25,7753.3,7753.3,7753.3,7753.3,1,0,0,0,1,1996-11-25,1998-12-31,766 days,15,69780,315284365.45140994,193.0,7753.0,20637.0,2527443,13661.854054054054,185,400,115610,549176972.7018218,41695.0,53995.0,68295.0,10217705,55230.83783783784,185,77.0,108.0,25.0,0.0,2.0,10.0,98.0,0.0,0.0,50.0,10.0,0.0,20.0,0.0,F,19,19.0,1,0,0,0,387570,1.0,9897,140,1.78,18708.5
6732,8533,1996-09-19,174048,48,3626.00,C,47,POPLATEK MESICNE,1995-10-10,3626.0,3626.0,3626.0,3626.0,1,0,0,0,1,1995-10-10,1998-12-31,1178 days,15,64600,185137555.97288132,248.0,3626.0,17374.0,3134048,10588.0,296,600,129179,572903108.493633,50573.25,67740.0,81086.25,19623800,66296.62162162163,296,136.0,160.0,0.0,4.0,64.0,27.0,129.0,0.0,0.0,72.0,27.0,0.0,33.0,0.0,F,47,47.0,1,1,0,0,162580,0.728,9538,111,1.655,5744.5
6734,8547,1996-05-30,173016,36,4806.00,C,14,POPLATEK TYDNE,1995-07-17,4806.5,4806.5,4806.5,4806.5,1,0,0,0,1,1995-07-17,1998-12-31,1263 days,13,78300,179176729.1813025,184.0,4807.0,14233.0,3408379,10054.215339233038,339,300,155817,835442890.4319177,33165.5,51675.0,71267.5,18773144,55378.005899705015,339,160.0,179.0,0.0,6.0,78.0,31.0,142.0,0.0,0.0,82.0,31.0,0.0,39.0,0.0,F,54,54.0,1,1,0,0,177686,0.748,10045,135,1.555,6449.5
6736,8558,1994-06-14,288360,60,4806.00,C,1,POPLATEK PO OBRATU,1994-02-27,4806.5,4806.5,4806.5,4806.5,1,0,0,0,1,1994-02-27,1998-12-31,1768 days,9,63800,113622755.39732577,100.0,500.0,4807.0,2032208,6030.290801186944,337,800,142146,355579359.07736355,26059.0,33206.0,45403.0,12803278,37991.92284866469,337,169.0,168.0,0.0,0.0,55.0,54.0,114.0,0.0,0.0,114.0,54.0,0.0,54.0,0.0,M,64,64.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
6737,8564,1995-03-11,76680,24,3195.00,A,68,POPLATEK MESICNE,1993-09-12,3195.0,7170.0,15848.0,5282.666666666667,3,1,0,0,1,1993-09-12,1998-12-31,1936 days,15,57554,187037638.7349765,194.5,5483.0,8400.0,5258168,9683.55064456722,543,1000,104676,350836652.46610653,38646.0,51034.0,67561.0,29625483,54558.900552486186,543,191.0,352.0,63.0,0.0,2.0,142.0,210.0,59.0,0.0,126.0,25.0,0.0,58.0,0.0,M,50,47.5,2,0,0,0,228848,0.572,9893,96,4.36,5755.0
6738,8566,1994-09-29,230220,36,6395.00,B,74,POPLATEK MESICNE,1993-10-08,555.0,8894.0,15843.8,5281.266666666666,3,1,0,0,1,1993-10-08,1998-12-31,1910 days,0,59800,126438138.97172461,36.0,555.0,8894.0,3063544,6777.7522123893805,452,-2720,135668,789849004.8848776,13370.25,20364.5,45720.25,14571892,32238.699115044248,452,194.0,258.0,0.0,0.0,71.0,130.0,128.0,60.0,0.0,123.0,18.0,0.0,61.0,3.0,F,57,57.0,1,0,0,0,323870,1.0,10673,100,5.07,18564.5
6745,8625,1995-04-10,47304,24,1971.00,A,64,POPLATEK MESICNE,1993-11-10,1970.8,8151.0,10121.8,5060.9,2,1,0,0,1,1993-11-10,1998-12-31,1877 days,15,68100,217813298.10638452,233.0,5600.0,18869.0,6332062,11533.810564663023,549,400,169428,787434629.3554171,45809.0,63056.0,83844.0,36163754,65872.04735883424,549,243.0,306.0,0.0,7.0,119.0,83.0,216.0,59.0,0.0,124.0,24.0,0.0,59.0,0.0,M,28,28.0,1,1,0,0,197099,0.747,9624,145,1.955,4374.5
6746,8639,1998-06-06,185640,60,3094.00,C,46,POPLATEK MESICNE,1997-08-22,3094.5,3094.5,3094.5,3094.5,1,0,0,0,1,1997-08-22,1998-12-31,496 days,15,27850,59481728.5225585,101.0,3095.0,9750.0,637960,6193.78640776699,103,400,59524,108634000.60137057,21948.0,30016.0,38382.5,3190792,30978.563106796115,103,51.0,52.0,16.0,0.0,3.0,7.0,45.0,0.0,0.0,32.0,7.0,0.0,11.0,0.0,F,37,37.0,1,0,0,0,112709,0.735,8369,117,2.005,2736.0
6748,8645,1998-12-08,240900,60,4015.00,C,60,POPLATEK MESICNE,1997-06-23,4015.0,8919.0,12934.0,6467.0,2,1,0,0,1,1997-06-23,1998-12-31,556 days,15,25394,42889601.64154837,90.0,1920.0,8919.0,639166,5113.328,125,700,59731,102786473.27703224,20940.0,24694.0,31945.0,3321634,26573.072,125,57.0,68.0,0.0,0.0,21.0,14.0,54.0,13.0,0.0,36.0,1.0,0.0,13.0,0.0,F,50,50.0,1,0,0,0,110643,0.519,8441,115,3.94,2065.5
6751,8680,1996-07-14,85716,36,2381.00,C,17,POPLATEK MESICNE,1996-02-12,2381.2,8566.0,14545.2,4848.400000000001,3,1,0,0,1,1996-02-12,1998-12-31,1053 days,15,21430,29815188.850586362,71.25,2381.0,8566.0,1082901,4331.604,250,800,52783,65931181.2582972,16557.5,19964.5,25370.5,5297661,21190.644,250,112.0,138.0,34.0,0.0,10.0,87.0,51.0,29.0,0.0,68.0,29.0,0.0,29.0,0.0,M,61,58.5,2,0,0,0,74062,0.614,8114,119,2.46,1092.0
6753,8688,1997-03-20,67980,12,5665.00,A,66,POPLATEK MESICNE,1996-11-22,5665.0,5665.0,5665.0,5665.0,1,0,0,0,1,1996-11-22,1998-12-31,769 days,15,29760,53999158.96649031,156.25,3040.0,7375.0,929548,5737.950617283951,162,400,78077,103738225.2847558,38103.5,43513.5,51292.5,7261969,44826.96913580247,162,76.0,86.0,0.0,0.0,26.0,12.0,74.0,0.0,0.0,50.0,12.0,0.0,20.0,0.0,F,53,53.0,1,0,0,0,125832,0.483,8512,102,3.81,2175.0
6755,8713,1998-07-24,170700,60,2845.00,C,53,POPLATEK MESICNE,1997-05-18,2845.0,2845.0,2845.0,2845.0,1,0,0,0,1,1997-05-18,1998-12-31,592 days,15,25605,52614481.33012329,110.0,2600.0,9025.5,758016,5786.381679389313,131,400,65611,168773220.38860846,25214.0,31848.0,39875.5,4257691,32501.458015267177,131,65.0,66.0,19.0,0.0,8.0,5.0,61.0,0.0,0.0,38.0,5.0,0.0,14.0,0.0,M,28,28.0,1,0,0,0,107911,0.509,8240,99,3.03,1876.5
6758,8742,1997-07-29,33144,12,2762.00,A,70,POPLATEK MESICNE,1997-01-28,68.0,6089.0,9154.0,2288.5,4,1,1,0,1,1997-01-28,1998-12-31,702 days,3,34880,35849822.93161975,73.0,500.0,6089.0,778251,3833.7487684729062,203,900,61771,86211241.35843536,17828.5,23678.0,30293.0,5013270,24695.91133004926,203,74.0,129.0,0.0,0.0,28.0,67.0,62.0,18.0,18.0,46.0,12.0,0.0,18.0,0.0,F,19,21.0,2,0,0,0,285387,0.899,10177,81,7.175,9993.0
6763,8772,1997-06-19,88272,48,1839.00,C,1,POPLATEK MESICNE,1996-05-16,1839.3,7357.0,9196.3,4598.15,2,1,0,0,1,1996-05-16,1998-12-31,959 days,15,16554,22592643.2735602,33.0,1819.5,7357.0,751260,3912.8125,192,800,37880,58857588.31937174,8986.75,14619.5,20067.25,2929848,15259.625,192,96.0,96.0,31.0,0.0,3.0,45.0,51.0,27.0,0.0,62.0,18.0,0.0,26.0,0.0,F,20,20.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
6764,8776,1995-08-26,33984,48,708.00,C,64,POPLATEK MESICNE,1994-08-24,708.0,708.0,708.0,708.0,1,0,0,0,1,1994-08-24,1998-12-31,1590 days,15,25400,35020457.65633895,173.0,708.0,8200.0,1483774,4133.0752089136495,359,600,86989,181419172.90490347,42276.5,50490.0,61708.5,18583631,51764.98885793872,359,158.0,201.0,0.0,0.0,54.0,40.0,161.0,0.0,0.0,104.0,40.0,0.0,47.0,0.0,M,27,27.0,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
6766,8784,1998-04-28,74352,24,3098.00,C,1,POPLATEK MESICNE,1996-10-16,3098.0,7097.0,10195.0,5097.5,2,1,0,0,1,1996-10-16,1998-12-31,806 days,15,55186,217836776.1464315,183.0,3300.0,13650.0,2052089,10743.921465968586,191,1100,96166,292669855.74725837,36441.5,45972.0,61913.5,9531093,49901.01047120419,191,79.0,112.0,26.0,0.0,1.0,29.0,83.0,21.0,0.0,52.0,8.0,0.0,21.0,0.0,F,42,42.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
6785,8899,1995-12-25,125340,60,2089.00,C,1,POPLATEK TYDNE,1994-09-05,2088.8,3713.0,5801.8,2900.9,2,1,0,0,1,1994-09-05,1998-12-31,1578 days,30,64500,189631274.3906309,264.5,3713.0,15108.0,4663441,9901.148619957537,471,500,157183,789244332.6236154,45066.5,64279.0,81879.5,30918577,65644.53715498939,471,199.0,272.0,0.0,0.0,97.0,85.0,187.0,49.0,0.0,102.0,36.0,0.0,49.0,0.0,M,55,55.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
6790,8919,1998-06-08,76104,24,3171.00,C,62,POPLATEK MESICNE,1997-07-03,166.0,3171.0,6007.0,2002.3333333333333,3,1,0,0,1,1997-07-03,1998-12-31,546 days,15,9200,4078679.7660587654,87.0,1320.0,3171.0,267077,1894.163120567376,141,1000,33814,32940903.379736595,18810.0,22073.0,26221.0,3114052,22085.475177304965,141,69.0,72.0,0.0,0.0,33.0,35.0,37.0,14.0,0.0,36.0,7.0,0.0,13.0,0.0,F,38,36.5,2,0,0,0,145688,0.407,8544,109,1.53,2812.5
6791,8926,1998-01-23,566640,60,9444.00,C,1,POPLATEK MESICNE,1997-03-21,25.0,9444.0,17216.0,3443.2,5,1,1,0,1,1997-03-21,1998-12-31,650 days,15,26384,38181029.92120601,132.0,1200.0,4485.0,854056,4270.28,200,200,61993,76550716.0292462,33298.5,36465.5,42398.5,7550294,37751.47,200,72.0,128.0,0.0,0.0,30.0,78.0,50.0,17.0,17.0,42.0,11.0,0.0,16.0,0.0,F,27,29.5,2,0,0,0,1204953,1.0,12541,167,0.315,92392.0
6793,8931,1997-01-30,186300,60,3105.00,C,63,POPLATEK TYDNE,1996-01-01,1749.0,6294.0,11147.7,3715.9,3,1,0,0,1,1996-01-01,1998-12-31,1095 days,6,63800,202741151.20853448,270.5,3750.0,14524.75,3835523,10654.230555555556,360,200,170683,907041122.1938641,37389.75,58849.5,80860.5,22213765,61704.90277777778,360,148.0,212.0,0.0,0.0,77.0,87.0,125.0,32.0,0.0,71.0,23.0,0.0,32.0,0.0,M,52,52.0,1,1,0,0,86513,0.505,8288,110,4.11,1511.0
6805,8972,1996-12-21,45024,48,938.00,C,70,POPLATEK MESICNE,1996-05-21,938.0,4719.0,7713.0,2571.0,3,1,0,0,1,1996-05-21,1998-12-31,954 days,15,31637,67767298.45844442,139.0,2056.0,5930.0,1422334,5758.437246963563,247,800,69518,131842624.52861963,32543.5,38592.0,48573.5,10076647,40796.141700404856,247,94.0,153.0,0.0,0.0,32.0,78.0,75.0,27.0,0.0,62.0,24.0,0.0,26.0,0.0,F,42,42.0,1,0,0,0,285387,0.899,10177,81,7.175,9993.0
6808,8982,1994-10-12,227880,36,6330.00,A,64,POPLATEK MESICNE,1993-09-25,6330.2,6330.2,6330.2,6330.2,1,0,0,0,1,1993-09-25,1998-12-31,1923 days,15,64600,166704728.47502768,188.0,4900.0,11482.0,4389225,9201.729559748428,477,1100,153214,804138973.1873937,41155.0,58299.0,82169.0,29798993,62471.68343815514,477,227.0,250.0,0.0,0.0,101.0,37.0,213.0,0.0,0.0,126.0,37.0,0.0,61.0,0.0,F,44,45.0,2,0,0,0,197099,0.747,9624,145,1.955,4374.5
6810,9006,1996-06-08,186384,48,3883.00,C,40,POPLATEK TYDNE,1994-09-02,3883.0,4541.0,8424.0,4212.0,2,1,0,0,1,1994-09-02,1998-12-31,1581 days,30,65400,195623310.2223397,179.0,4541.0,17400.0,4509801,10415.24480369515,433,700,129557,685629709.3854142,35918.0,52714.0,73884.0,24608792,56833.23787528869,433,192.0,241.0,0.0,0.0,88.0,80.0,161.0,50.0,0.0,104.0,30.0,0.0,50.0,0.0,M,40,40.0,1,0,0,0,128118,0.853,9317,97,6.735,6910.5
6816,9017,1996-03-26,100224,48,2088.00,D,70,POPLATEK MESICNE,1995-11-22,2088.0,2088.0,2088.0,2088.0,1,0,0,0,1,1995-11-22,1998-12-31,1135 days,4,18792,30561048.69479881,32.5,100.0,9250.0,1018345,3814.0262172284642,267,-3770,46487,92514465.79758388,8470.0,15843.0,21567.5,4236207,15865.943820224718,267,152.0,115.0,37.0,0.0,4.0,30.0,85.0,30.0,0.0,111.0,30.0,0.0,32.0,5.0,F,42,42.0,1,0,0,0,285387,0.899,10177,81,7.175,9993.0
6817,9024,1996-10-04,70656,48,1472.00,C,1,POPLATEK MESICNE,1996-01-05,1472.0,6270.0,7742.0,3871.0,2,1,0,0,1,1996-01-05,1998-12-31,1091 days,15,26080,33504623.15479058,101.0,1472.0,6270.0,1148872,4368.334600760456,263,600,55343,94133399.09467971,19971.5,26318.0,32676.0,7048483,26800.315589353613,263,110.0,153.0,0.0,0.0,38.0,58.0,95.0,31.0,0.0,72.0,27.0,0.0,31.0,0.0,M,47,47.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
6818,9030,1996-12-12,155616,48,3242.00,C,72,POPLATEK MESICNE,1995-01-21,831.0,3242.0,6660.0,2220.0,3,1,0,0,1,1995-01-21,1998-12-31,1440 days,15,36960,45022486.583489746,174.5,2493.5,4020.0,1776483,4626.2578125,384,200,75294,102886620.2243733,39154.5,47003.0,54112.5,17994299,46860.153645833336,384,144.0,240.0,0.0,0.0,50.0,111.0,129.0,43.0,0.0,94.0,25.0,0.0,42.0,0.0,F,28,24.0,2,0,0,0,226122,0.626,8994,110,4.295,9440.0
6819,9031,1997-05-03,50112,24,2088.00,C,47,POPLATEK MESICNE,1997-01-15,145.0,4228.0,7106.0,1776.5,4,1,1,0,1,1997-01-15,1998-12-31,715 days,9,48790,75707643.79860406,108.0,645.0,4228.0,761995,4031.7195767195767,189,900,103702,393258978.2216028,21497.0,25903.0,44952.0,6553637,34675.328042328045,189,71.0,118.0,0.0,0.0,24.0,76.0,42.0,19.0,19.0,47.0,19.0,0.0,19.0,0.0,M,51,51.0,1,0,0,0,162580,0.728,9538,111,1.655,5744.5
6820,9034,1993-12-16,38148,12,3179.00,A,1,POPLATEK MESICNE,1993-06-28,621.0,9115.0,17612.0,4403.0,4,1,1,0,1,1993-06-28,1998-12-31,2012 days,10,32706,54991892.197601356,158.5,2700.0,9000.0,3290892,5386.075286415712,611,900,78748,110339116.10201493,31346.5,38920.0,45906.5,23992185,39267.07855973813,611,224.0,387.0,66.0,0.0,26.0,196.0,191.0,61.0,62.0,132.0,12.0,0.0,61.0,0.0,F,34,34.0,1,0,0,0,1204953,1.0,12541,167,0.315,92392.0
6821,9037,1998-09-15,321936,48,6707.00,C,1,POPLATEK MESICNE,1996-10-22,3416.0,6707.0,14156.0,4718.666666666667,3,1,0,0,1,1996-10-22,1998-12-31,800 days,15,19533,22646117.107956424,133.75,3416.0,5630.0,853531,4143.354368932039,206,400,67886,186898839.2708739,24905.75,33540.0,46562.5,7293501,35405.344660194176,206,98.0,108.0,0.0,0.0,46.0,45.0,63.0,21.0,0.0,52.0,3.0,0.0,21.0,0.0,F,38,40.0,2,0,0,0,1204953,1.0,12541,167,0.315,92392.0
6824,9052,1997-02-26,71976,24,2999.00,D,43,POPLATEK PO OBRATU,1995-08-30,2999.3,2999.3,2999.3,2999.3,1,0,0,0,1,1995-08-30,1998-12-31,1219 days,2,59900,192650281.69158298,106.0,2999.0,15600.0,3159773,10428.293729372937,303,-8245,196107,970891255.8903239,22131.0,41870.0,61120.5,13897579,45866.59735973598,303,136.0,167.0,0.0,0.0,58.0,21.0,146.0,34.0,0.0,78.0,21.0,0.0,36.0,6.0,M,34,34.0,1,0,0,0,161854,0.763,9425,125,2.1,3988.0
6836,9093,1994-08-03,189300,60,3155.00,C,47,POPLATEK MESICNE,1993-06-16,1311.0,3155.0,7083.0,2361.0,3,1,0,0,1,1993-06-16,1998-12-31,2024 days,15,28413,46285676.83711514,190.75,1920.0,3625.0,2705360,4664.413793103448,580,800,96106,257565006.3622745,38360.5,51544.0,60776.5,29125111,50215.70862068966,580,201.0,379.0,0.0,23.0,69.0,177.0,179.0,62.0,0.0,132.0,53.0,0.0,61.0,0.0,M,46,46.0,1,1,0,0,162580,0.728,9538,111,1.655,5744.5
6841,9104,1994-08-07,172080,48,3585.00,A,10,POPLATEK MESICNE,1994-01-21,3585.2,3585.2,3585.2,3585.2,1,0,0,0,1,1994-01-21,1998-12-31,1805 days,9,62700,151572329.12764958,143.0,3585.0,14219.5,3437911,8530.79652605459,403,200,136137,536285229.09679836,39865.5,51546.0,67951.0,22968956,56994.92803970223,403,198.0,205.0,0.0,0.0,79.0,48.0,157.0,0.0,0.0,119.0,48.0,0.0,56.0,0.0,F,42,42.0,1,0,0,0,92084,0.467,10124,141,0.52,4063.0
6851,9138,1997-06-03,272220,60,4537.00,D,26,POPLATEK MESICNE,1996-07-18,2666.0,9519.0,16722.3,5574.099999999999,3,1,0,0,1,1996-07-18,1998-12-31,896 days,0,51000,111563173.77140097,58.5,2666.0,9519.0,1597320,7464.112149532711,214,-1095,123191,727094992.1621032,14717.5,28092.0,51802.0,7527045,35173.107476635516,214,94.0,120.0,0.0,0.0,38.0,63.0,57.0,23.0,0.0,56.0,16.0,0.0,24.0,6.0,F,53,53.0,1,0,0,0,170449,1.0,10787,131,2.845,6151.0
6852,9140,1998-11-10,16032,48,334.00,C,32,POPLATEK MESICNE,1997-08-18,19.0,9264.0,9673.0,2418.25,4,1,1,0,1,1997-08-18,1998-12-31,500 days,15,21014,31828540.38385849,56.0,200.0,6900.0,490894,3636.251851851852,135,500,53314,78530517.66445552,16409.0,19452.0,29016.5,3080950,22821.85185185185,135,52.0,83.0,0.0,0.0,20.0,37.0,46.0,12.0,12.0,32.0,2.0,0.0,11.0,0.0,F,34,34.0,1,0,0,0,105058,0.81,9272,118,3.01,4422.5
6855,9153,1998-03-01,52236,36,1451.00,C,9,POPLATEK MESICNE,1996-12-12,1451.0,5042.0,6493.0,3246.5,2,1,0,0,1,1996-12-12,1998-12-31,749 days,15,12600,9509228.432795161,144.75,1451.0,5042.0,468394,2691.919540229885,174,600,63710,117101515.4795362,33347.0,39958.0,49896.25,7115347,40892.79885057471,174,87.0,87.0,0.0,0.0,39.0,30.0,57.0,20.0,0.0,48.0,10.0,0.0,19.0,0.0,M,61,62.0,2,0,0,0,81344,0.553,8899,149,3.635,2737.0
6856,9156,1998-12-01,163332,36,4537.00,C,18,POPLATEK MESICNE,1997-09-14,4537.3,4537.3,4537.3,4537.3,1,0,0,0,1,1997-09-14,1998-12-31,473 days,15,48983,144848215.17351332,83.25,2250.0,12075.0,594115,8251.597222222223,72,600,69554,265134628.39260563,16624.0,27696.0,39233.5,2073129,28793.458333333332,72,37.0,35.0,0.0,0.0,12.0,1.0,34.0,0.0,0.0,25.0,1.0,0.0,6.0,0.0,M,62,62.0,1,0,0,0,70699,0.653,8968,131,3.075,1825.0
6857,9159,1998-06-08,69600,48,1450.00,C,64,POPLATEK MESICNE,1996-08-02,253.0,6869.0,10735.0,2147.0,5,1,1,0,1,1996-08-02,1998-12-31,881 days,15,27520,32127637.4962132,195.5,1300.0,3740.0,1024547,3557.4548611111113,288,700,71243,124107580.6192291,35489.5,42735.5,48579.0,12342297,42855.197916666664,288,97.0,191.0,0.0,0.0,40.0,106.0,85.0,25.0,25.0,57.0,7.0,0.0,24.0,0.0,M,30,33.0,2,0,0,0,197099,0.747,9624,145,1.955,4374.5
6859,9167,1998-03-07,272220,60,4537.00,C,56,POPLATEK MESICNE,1997-04-02,545.0,4950.0,10919.3,2729.825,4,1,1,0,1,1997-04-02,1998-12-31,638 days,3,49081,131540944.01027578,280.0,3000.0,9283.0,1440231,7580.163157894737,190,500,128130,686359352.8412417,29279.0,42584.5,64593.75,9280929,48846.994736842105,190,78.0,112.0,0.0,0.0,38.0,55.0,57.0,15.0,15.0,40.0,10.0,0.0,15.0,0.0,F,59,59.0,1,0,0,0,124605,0.46,8772,126,4.79,3006.0
6861,9179,1998-02-28,215040,60,3584.00,C,28,POPLATEK MESICNE,1997-01-21,3583.7,3583.7,3583.7,3583.7,1,0,0,0,1,1997-01-21,1998-12-31,709 days,15,32253,79119958.99169981,127.0,3400.0,11450.0,1054627,6984.284768211921,151,1000,76321,173037221.91849887,34714.0,41535.0,48237.0,6364852,42151.33774834437,151,70.0,81.0,23.0,0.0,1.0,10.0,71.0,0.0,0.0,46.0,10.0,0.0,18.0,0.0,F,39,39.0,1,0,0,0,72541,0.369,8594,112,1.805,1552.5
6863,9188,1993-07-28,127080,60,2118.00,A,45,POPLATEK MESICNE,1993-02-08,66.0,7936.0,10591.3,2647.825,4,1,1,0,1,1993-02-08,1998-12-31,2152 days,15,19065,22977779.020672068,74.0,471.0,6000.0,1961976,3242.935537190083,605,800,51359,51064849.03841067,24337.0,28910.0,33389.0,17818658,29452.327272727274,605,221.0,384.0,70.0,0.0,11.0,258.0,126.0,66.0,66.0,140.0,60.0,0.0,65.0,0.0,M,63,63.0,1,0,0,0,77917,0.535,8390,132,2.545,2101.0
6865,9199,1996-09-11,29448,12,2454.00,B,72,POPLATEK MESICNE,1996-05-15,2454.5,2454.5,2454.5,2454.5,1,0,0,0,1,1996-05-15,1998-12-31,960 days,1,24562,39984022.17815712,34.0,2000.0,8300.0,1030630,4663.4841628959275,221,-2361,43809,104166850.55141917,6085.0,13056.0,19339.0,2963971,13411.633484162896,221,97.0,124.0,31.0,0.0,6.0,11.0,113.0,0.0,0.0,60.0,11.0,0.0,26.0,13.0,M,52,52.0,1,0,0,0,226122,0.626,8994,110,4.295,9440.0
6866,9201,1998-02-05,122472,24,5103.00,C,69,POPLATEK MESICNE,1996-10-28,5103.0,13461.0,18564.0,9282.0,2,1,0,0,1,1996-10-28,1998-12-31,794 days,14,68400,260589415.30914032,193.0,5103.0,13461.0,2433839,11814.752427184467,206,1000,110427,433759962.68548465,38217.5,50514.0,67067.0,11140334,54079.29126213592,206,82.0,124.0,26.0,0.0,4.0,33.0,91.0,22.0,0.0,52.0,11.0,0.0,21.0,0.0,F,38,38.0,1,0,0,0,42821,0.484,8173,124,7.01,1358.0
6868,9208,1998-10-12,82128,24,3422.00,C,29,POPLATEK MESICNE,1997-05-24,3421.5,3421.5,3421.5,3421.5,1,0,0,0,1,1997-05-24,1998-12-31,586 days,15,30794,71863113.00000003,79.25,500.0,10275.0,873660,6067.083333333333,144,871,70376,204947957.95449683,20856.25,30290.0,39841.75,4592683,31893.631944444445,144,81.0,63.0,19.0,0.0,5.0,1.0,62.0,0.0,0.0,57.0,1.0,0.0,14.0,0.0,M,30,30.0,1,0,0,0,45714,0.556,8843,113,3.2,853.0
