loan_loan_id,account_id,loan_date,loan_amount,loan_duration,loan_payments,loan_status,district_id,acc_frequency,day_before_loan,sum_monthly_payment_amount_notnorm,sum_monthly_payment_amount_in_notnorm,sum_monthly_payment_amount_out_notnorm,sum_monthly_payment_out_household_notnorm,sum_monthly_payment_out_insurrance_notnorm,sum_monthly_payment_in_interest_credited_notnorm,sum_monthly_payment_out_payment_for_statement_notnorm,sum_monthly_payment_out_sanction_interest_neg_bal_notnorm,count_out_sanction_interest_neg_bal_notnorm,count_monthly_payment_trans_notnorm,current_monthly_payment_amount_out,current_monthly_payment_out_household,current_monthly_payment_out_insurrance,current_monthly_payment_out_payment_for_statement,current_monthly_payment_in_interest_credited,sum_other_amount_notnorm,count_other_trans_notnorm,sum_other_amount_in_notnorm,sum_other_amount_out_notnorm,balance_latest,client_gender,client_age,all_client_mean_age,all_client_count,card_type_classic,card_type_gold,card_type_junior,num_inhabitants,urban_rate,avg_salary,num_enterpreneurs_per1000inhabitants,unemploy_rate,number_crimes
6196,5837,14/9/1997,177804,36,4939,C,5,monthly,423,1224108,635201,588907,0,0,2615,165,0,0,91,13715,0,0,15,209,1221328,67,632586,588742,46297,F,28,28,1,0,0,0,95616,0.514,9307,118,4.115,2828
6202,5891,18/4/1994,65184,12,5432,A,54,monthly,448,981764,524878,456886,0,0,2474,150,0,0,82,22515,0,0,15,176,979140,58,522404,456736,67995,M,42,42,1,0,1,0,387570,1,9897,140,1.78,18708.5
6207,5912,23/6/1998,184620,60,3077,C,45,monthly,606,809622,424320,385302,147690,0,2776,225,0,0,113,25761,9846,0,15,155,658931,64,421544,237387,39023,F,36,36,1,0,0,0,77917,0.535,8390,132,2.545,2101
6210,5927,6/6/1994,87216,48,1817,B,15,monthly,192,133368,77530,55838,10100,0,1254,30,0,0,33,23923,6100,0,15,254,121984,17,76276,45708,21579,M,35,35,1,0,0,0,58796,0.519,9045,124,3.35,1862
6215,5944,18/6/1998,78720,48,1640,C,27,monthly,377,561617,313917,247700,37480,0,2459,120,0,0,71,23300,4685,0,15,230,521558,43,311458,210100,66220,F,55,55,1,1,0,0,67298,0.438,8561,110,0.945,1078
6216,5952,30/9/1994,141240,24,5885,A,50,monthly,388,953030,499450,453580,24224,33156,3182,120,0,0,102,20895,3028,3684,15,191,892348,65,496268,396080,45872,M,37,37,1,1,0,0,102609,0.52,8187,94,5.125,2128.5
6223,5991,3/11/1994,61056,48,1272,A,1,monthly,347,361369,197446,163923,11868,0,1570,105,0,0,64,11228,1978,0,15,134,347826,40,195876,151950,33540,F,42,42,1,0,0,0,1204953,1,12541,167,0.315,92392
6227,6030,4/3/1995,28248,24,1177,A,47,monthly,557,762506,398116,364390,0,0,3193,210,0,0,94,26855,0,0,15,180,759103,62,394923,364180,33744,F,29,29,1,0,1,0,162580,0.728,9538,111,1.655,5744.5
6228,6034,1/12/1993,464520,60,7742,B,6,weekly,257,906836,497104,409732,0,0,1751,210,0,0,68,63296,0,0,60,400,904875,52,495353,409522,101797,F,59,59,1,0,0,0,77963,0.515,8546,126,3.46,2880
6229,6040,2/10/1994,11736,24,489,A,1,monthly,528,802374,414677,387697,34255,65195,2673,195,0,0,133,28286,2635,5015,15,137,700056,77,412004,288052,26984,M,61,61,1,0,0,0,1204953,1,12541,167,0.315,92392
6232,6051,8/7/1994,276660,36,7685,B,56,monthly,314,202962,111372,91590,21900,0,729,90,0,0,58,17295,2400,0,15,90,180243,35,110643,69600,19783,M,50,50,1,0,0,0,124605,0.46,8772,126,4.79,3006
6234,6061,28/5/1998,5148,12,429,C,1,monthly,446,600304,324800,275504,76689,0,2544,135,0,0,80,22436,8521,0,15,202,520936,49,322256,198680,49297,F,36,36,1,0,0,0,1204953,1,12541,167,0.315,92392
6235,6062,19/4/1998,321360,60,5356,C,24,monthly,599,1588163,820041,768122,169728,0,3894,225,0,0,140,30023,10608,0,15,172,1414316,90,816147,598169,51924,M,24,24,1,1,0,0,122603,0.8,8991,128,1.655,5235.5
6237,6075,6/1/1998,407952,48,8499,D,19,monthly,478,269409,140084,129325,34200,0,958,165,0,0,78,7515,0,0,15,53,234086,42,139126,94960,10779,F,25,25,1,0,0,0,51428,0.527,8402,120,3.54,1049
6239,6083,28/9/1997,360864,48,7518,D,6,weekly,374,1213716,620550,593166,80400,0,3165,240,0,0,86,78177,8300,0,30,273,1129911,52,617385,512526,27383,F,22,22,1,0,0,0,77963,0.515,8546,126,3.46,2880
6242,6097,22/10/1997,26208,36,728,C,29,monthly,129,53848,45748,8100,0,0,292,0,0,0,12,6300,0,0,0,139,53556,9,45456,8100,37648,F,26,26,1,0,0,0,45714,0.556,8843,113,3.2,853
6244,6118,8/1/1995,270648,36,7518,B,1,weekly,307,933021,492011,441010,34200,0,4334,210,0,0,72,94530,0,0,30,726,894277,39,487677,406600,50997,M,62,62,1,0,0,0,1204953,1,12541,167,0.315,92392
6249,6138,30/7/1997,67608,24,2817,C,54,monthly,189,213374,115290,98084,10869,0,514,15,0,0,23,32784,10869,0,15,127,201976,16,114776,87200,17206,F,36,40,2,0,0,0,387570,1,9897,140,1.78,18708.5
6253,6148,4/11/1994,59760,24,2490,A,74,monthly,312,447943,244538,203405,39235,0,1539,90,0,0,54,20662,7847,0,15,186,407079,33,242999,164080,41148,M,41,38,2,1,0,0,323870,1,10673,100,5.07,18564.5
6254,6157,28/12/1997,247920,48,5165,C,34,monthly,412,922162,471110,451052,95230,0,2709,135,0,0,83,61786,9523,0,15,339,824088,52,468401,355687,20060,F,57,57,1,1,0,0,125236,0.877,9675,100,7.04,5256.5
6255,6158,8/2/1997,247920,48,5165,D,67,monthly,271,46192,35092,11100,0,0,422,0,0,0,15,200,0,0,0,132,45770,11,34670,11100,23990,F,42,42,1,0,0,0,106054,0.631,8110,109,6.125,3161.5
6272,6226,20/12/1994,398640,60,6644,C,74,weekly,512,1423557,741438,682119,0,0,3591,360,0,0,86,47730,0,0,30,220,1419606,58,737847,681759,59317,F,39,39,1,0,0,0,323870,1,10673,100,5.07,18564.5
6278,6265,10/6/1997,87360,24,3640,C,5,monthly,221,1129042,593767,535275,43644,0,1779,90,0,0,69,75381,7274,0,15,319,1083529,51,591988,491541,58492,M,62,62,1,1,0,0,95616,0.514,9307,118,4.115,2828
6279,6273,7/6/1994,87360,24,3640,A,38,monthly,321,244370,136714,107656,0,0,1585,30,0,0,30,8115,0,0,15,138,242755,18,135129,107626,29073,M,37,37,1,1,0,0,85852,0.598,8965,104,7.615,2737.5
6283,6289,11/8/1996,85632,48,1784,C,64,monthly,494,1294751,697344,597407,0,0,4081,150,0,0,85,39215,0,0,15,315,1290520,60,693263,597257,99939,F,50,50,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
6294,6353,12/2/1995,79920,60,1332,C,26,monthly,443,732208,381738,350470,5860,0,2480,150,0,0,95,34845,586,0,15,210,723718,61,379258,344460,31272,M,46,46,1,1,0,0,170449,1,10787,131,2.845,6151
6296,6358,6/8/1996,270384,48,5633,C,3,monthly,437,1079110,568471,510639,130760,0,2419,150,0,0,87,35054,13076,0,15,115,945781,53,566052,379729,57835,M,37,37,1,0,0,0,75232,0.417,8980,111,2.055,2818.5
6297,6363,25/10/1994,17508,12,1459,A,74,monthly,450,348685,198355,150330,0,0,2135,150,0,0,72,11935,0,0,15,160,346400,48,196220,150180,48027,M,53,53,1,0,1,0,323870,1,10673,100,5.07,18564.5
6302,6397,16/9/1996,181020,60,3017,C,48,monthly,551,676464,359492,316972,0,0,2242,195,0,0,93,7518,0,0,15,129,674027,63,357250,316777,42526,F,33,32,2,0,0,0,78955,0.59,9060,124,2.07,1686
6303,6400,12/2/1996,72408,24,3017,B,31,after_transaction,126,181964,109164,72800,0,0,740,0,0,0,13,14000,0,0,0,210,181224,9,108424,72800,36364,F,41,41,1,0,0,0,51313,0.592,8930,108,3.85,1390
6306,6425,20/12/1994,36684,12,3057,A,31,monthly,631,596086,315586,280500,91700,0,2422,240,0,0,125,25155,7200,0,15,124,501724,73,313164,188560,35093,F,21,21,1,0,0,0,51313,0.592,8930,108,3.85,1390
6309,6434,11/11/1996,110136,24,4589,A,1,monthly,553,734618,387682,346936,29346,0,2398,90,0,0,63,26006,4891,0,15,156,702784,39,385284,317500,40747,F,41,41,1,0,0,0,1204953,1,12541,167,0.315,92392
6310,6440,17/6/1997,34572,12,2881,A,1,monthly,228,534396,309029,225367,0,0,1314,60,0,0,40,6515,0,0,15,115,533022,30,307715,225307,83662,F,23,23,1,0,0,0,1204953,1,12541,167,0.315,92392
6312,6453,17/5/1998,10944,36,304,C,34,monthly,659,258542,143787,114755,27252,9738,1848,255,0,0,165,2865,1514,541,15,106,219449,91,141939,77510,29035,M,48,48,1,0,0,0,125236,0.877,9675,100,7.04,5256.5
6313,6461,15/6/1997,150912,36,4192,C,50,monthly,333,680769,362252,318517,0,0,1861,135,0,0,67,30600,0,0,15,191,678773,48,360391,318382,43737,F,24,26.5,2,1,0,0,102609,0.52,8187,94,5.125,2128.5
6315,6472,6/2/1995,43164,12,3597,A,61,monthly,363,978994,505171,473823,0,0,3581,120,0,0,69,54283,0,0,15,230,975293,49,501590,473703,31350,F,23,23,1,0,0,0,117897,0.538,8814,107,5.22,2085.5
6316,6473,26/5/1994,76908,12,6409,B,12,monthly,485,1318714,666800,651914,0,0,3131,180,0,0,102,37248,0,0,15,210,1315403,74,663669,651734,14889,F,53,53,1,0,0,0,107870,0.58,8754,137,4.055,3836
6320,6495,28/4/1998,104964,12,8747,C,6,monthly,644,832952,432870,400082,146302,0,3246,240,0,0,124,21641,8606,0,15,161,683164,71,429624,253540,32793,M,33,33,1,0,0,0,77963,0.515,8546,126,3.46,2880
6321,6505,8/10/1998,38496,12,3208,C,7,monthly,390,281082,186652,94430,0,0,2276,30,0,0,36,31215,0,0,15,327,278776,21,184376,94400,92238,F,35,35,1,1,0,0,94725,0.634,9920,130,2.535,4567.5
6322,6510,6/5/1997,76992,24,3208,C,74,monthly,139,518818,285648,233170,0,0,974,60,0,0,35,36202,0,0,15,182,517784,26,284674,233110,52479,M,34,34,1,1,0,0,323870,1,10673,100,5.07,18564.5
6336,6555,31/3/1994,212400,36,5900,A,38,weekly,391,802413,433318,369095,0,0,2221,270,0,0,71,70130,0,0,30,250,799922,50,431097,368825,64221,F,33,33,1,0,0,0,85852,0.598,8965,104,7.615,2737.5
6338,6592,24/8/1997,390660,60,6511,C,1,monthly,308,1276044,668499,607545,86040,0,1914,105,0,0,81,31770,10755,0,15,158,1187985,57,666585,521400,60957,F,21,21,1,0,0,1,1204953,1,12541,167,0.315,92392
6342,6609,12/11/1995,60156,36,1671,B,16,monthly,230,894450,480581,413869,15524,0,1455,60,0,0,56,122520,3881,0,15,236,877411,41,479126,398285,106113,M,23,23,1,0,0,0,93931,0.569,8427,107,1.32,1893.5
6346,6649,22/5/1997,100260,60,1671,C,1,monthly,684,612930,345372,267558,0,0,2819,60,0,0,62,42156,0,0,15,258,610051,42,342553,267498,77814,M,32,32,1,1,0,0,1204953,1,12541,167,0.315,92392
6350,6678,9/7/1997,294384,48,6133,C,54,monthly,553,1870843,958976,911867,0,0,4180,225,0,0,129,150115,0,0,15,376,1866438,96,954796,911642,47114,F,33,33,1,0,0,0,387570,1,9897,140,1.78,18708.5
6353,6686,25/12/1997,116496,24,4854,C,61,monthly,684,1382243,703254,678989,0,0,3704,255,0,0,120,70236,0,0,15,165,1378284,82,699550,678734,24271,M,41,41,1,0,0,0,117897,0.538,8814,107,5.22,2085.5
6354,6688,23/10/1996,22968,36,638,C,16,monthly,120,46031,42431,3600,0,0,211,0,0,0,11,3600,0,0,0,113,45820,8,42220,3600,38831,F,49,49,1,0,0,0,93931,0.569,8427,107,1.32,1893.5
6355,6699,24/9/1997,127200,48,2650,C,35,monthly,473,563525,301301,262224,73030,0,1784,150,0,0,95,14422,7303,0,15,142,488561,61,299517,189044,39078,M,34,34,1,0,0,0,88768,0.805,8867,130,1.105,3502
6356,6701,8/12/1993,95400,36,2650,A,49,weekly,268,487423,257545,229878,0,0,1396,180,0,0,47,10430,0,0,30,135,485847,32,256149,229698,27697,M,28,28,1,0,0,0,75685,0.608,8208,155,2.03,1891.5
6357,6706,12/7/1998,64860,60,1081,C,38,monthly,561,516504,285362,231142,27748,11410,3158,210,0,0,132,19583,1982,815,15,199,473978,72,282204,191774,54222,F,20,20,1,0,0,0,85852,0.598,8965,104,7.615,2737.5
6358,6715,14/1/1995,137880,60,2298,D,48,weekly,486,536139,278053,258086,0,0,1544,330,0,0,89,32030,0,0,30,120,534265,63,276509,257756,19967,M,36,36,1,0,0,0,78955,0.59,9060,124,2.07,1686
6362,6738,31/10/1995,37908,12,3159,A,62,monthly,460,568902,307506,261396,0,0,2242,150,0,0,76,17515,0,0,15,218,566510,52,305264,261246,46114,F,23,23,1,0,0,0,145688,0.407,8544,109,1.53,2812.5
6377,6792,17/3/1997,17184,12,1432,A,1,monthly,310,262697,151735,110962,21120,2538,1318,90,0,0,70,4907,3520,423,15,116,237631,42,150417,87214,40773,F,55,55,1,0,0,0,1204953,1,12541,167,0.315,92392
6386,6856,30/4/1997,124344,36,3454,C,43,monthly,620,925059,495751,429308,43469,118405,2123,255,0,0,148,20031,2557,6965,15,178,760807,77,493628,267179,66450,F,20,20,1,0,0,0,161854,0.763,9425,125,2.1,3988
6399,6902,21/12/1997,49320,36,1370,C,60,monthly,425,312055,169370,142685,37380,0,1711,135,0,0,81,17580,3738,0,15,123,272829,49,167659,105170,26687,M,33,33,1,0,0,0,110643,0.519,8441,115,3.94,2065.5
6402,6922,6/12/1998,139488,24,5812,C,3,weekly,573,1353675,700816,652859,0,0,3551,420,0,0,104,29530,0,0,30,299,1349704,72,697265,652439,47956,M,30,30,1,0,0,0,75232,0.417,8980,111,2.055,2818.5
6403,6924,5/12/1995,194880,48,4060,C,74,monthly,552,925244,478123,447121,64190,0,2860,210,0,0,113,27400,4585,0,15,172,857984,67,475263,382721,31022,M,20,20,1,0,0,1,323870,1,10673,100,5.07,18564.5
6407,6930,26/5/1994,25944,24,1081,A,41,monthly,260,396079,232739,163340,0,0,1905,60,0,0,37,24415,0,0,15,283,394114,25,230834,163280,69399,F,39,39,1,1,0,0,118650,0.856,9832,114,3.89,5958
6415,6950,12/2/1997,475680,48,9910,C,36,monthly,123,160306,103406,56900,0,0,407,0,0,0,12,23900,0,0,0,192,159899,9,102999,56900,46505,F,33,33,2,1,0,0,159617,0.852,9198,131,3.79,5964
6421,6985,25/7/1996,96768,36,2688,C,38,monthly,364,874120,455756,418364,92169,0,2273,105,0,0,66,20782,13167,0,15,178,779573,41,453483,326090,37396,F,31,34.5,2,0,0,0,85852,0.598,8965,104,7.615,2737.5
6435,7045,16/6/1997,288720,48,6015,C,51,monthly,172,369418,235803,133615,0,0,805,15,0,0,21,39815,0,0,15,217,368598,15,234998,133600,102188,M,56,56,1,1,0,0,121947,0.705,8541,131,2.735,3667.5
6436,7049,22/5/1998,495180,60,8253,C,69,monthly,222,711694,372964,338730,0,0,972,30,0,0,31,40715,0,0,15,100,710692,23,371992,338700,34236,F,20,20,1,0,0,1,42821,0.484,8173,124,7.01,1358
6437,7052,9/11/1997,63972,36,1777,D,55,after_transaction,115,53452,46252,7200,0,0,212,0,0,0,11,4500,0,0,0,106,53240,8,46040,7200,39053,M,52,52,1,0,0,0,157042,0.339,8743,111,2.115,3776.5
6442,7082,8/2/1998,194160,48,4045,C,57,monthly,520,446349,238030,208319,76308,195,1750,180,0,0,133,19915,6359,15,15,83,367916,80,236280,131636,29714,F,54,54,1,0,0,0,161954,0.48,8720,116,4.1,3690
6450,7099,10/6/1998,234336,48,4882,C,1,monthly,659,1358786,712532,646254,4012,9504,3054,255,0,0,169,26445,236,528,15,112,1341961,96,709478,632483,66285,F,28,28,1,0,0,0,1204953,1,12541,167,0.315,92392
6456,7123,9/12/1993,47016,12,3918,A,64,after_transaction,239,514594,286684,227910,58324,0,1485,400,0,0,42,43681,14581,0,100,283,454385,26,285199,169186,58773,F,42,42,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
6460,7133,6/11/1994,48672,36,1352,A,1,monthly,415,153020,88063,64957,24147,1035,1206,135,0,0,97,4813,2683,115,15,100,126497,57,86857,39640,23125,F,51,51,2,0,0,0,1204953,1,12541,167,0.315,92392
6461,7136,19/9/1996,74124,36,2059,C,12,weekly,529,1100883,563271,537612,11880,6017,3145,330,0,0,122,9692,1080,547,30,174,1079511,74,560126,519385,25658,F,60,60,1,0,0,0,107870,0.58,8754,137,4.055,3836
6464,7156,16/4/1998,49488,24,2062,C,71,monthly,217,311998,185727,126271,0,0,1536,45,0,0,32,23434,0,0,15,207,310417,22,184191,126226,59456,F,58,58,1,1,0,0,161227,0.697,8678,102,5.735,4787.5
6468,7176,30/11/1997,203940,60,3399,C,1,monthly,358,526119,288599,237520,42770,0,1899,90,0,0,54,19325,6110,0,15,185,481360,31,286700,194660,51081,F,45,45,1,0,0,0,1204953,1,12541,167,0.315,92392
6469,7180,17/11/1998,99744,24,4156,C,7,weekly,523,884765,478322,406443,105157,0,2421,360,0,0,102,17219,8089,0,30,219,776827,61,475901,300926,71879,F,28,28,1,0,0,0,94725,0.634,9920,130,2.535,4567.5
6470,7181,17/5/1998,49872,12,4156,C,77,after_transaction,684,1296522,686520,610002,105630,336,4362,2100,0,0,215,33481,5030,16,100,343,1184094,130,682158,501936,76514,F,32,32,1,0,0,0,148545,0.535,8909,113,4.78,3525
6471,7184,4/8/1996,155640,24,6485,A,5,monthly,412,608362,324427,283935,30906,6219,2054,135,0,0,105,24295,3434,691,15,188,569048,65,322373,246675,40509,F,56,56,1,0,0,0,95616,0.514,9307,118,4.115,2828
6474,7190,6/6/1995,63360,60,1056,C,49,monthly,638,378640,202136,176504,86304,0,2458,240,0,0,119,12029,5394,0,15,108,289638,67,199678,89960,25650,M,44,40.5,2,0,0,0,75685,0.608,8208,155,2.03,1891.5
6486,7240,15/1/1998,152160,60,2536,C,17,monthly,632,699773,359877,339896,146176,0,2455,240,0,0,121,13651,9136,0,15,97,550902,69,357422,193480,19987,F,51,51,2,0,0,0,74062,0.614,8114,119,2.46,1092
6490,7262,10/2/1997,73260,60,1221,C,70,monthly,164,169788,98913,70875,1900,0,546,15,0,0,21,25275,1900,0,15,177,167327,14,98367,68960,28038,F,59,59,1,0,0,0,285387,0.899,10177,81,7.175,9993
6495,7274,12/3/1998,49044,12,4087,C,11,monthly,165,362052,193616,168436,9206,0,844,30,0,0,22,20321,9206,0,15,167,351972,13,192772,159200,25181,F,46,46,1,0,0,0,75637,0.365,9622,154,0.495,3502
6499,7401,5/1/1994,80952,24,3373,A,1,monthly,313,428643,228696,199947,36330,0,1300,90,0,0,54,34877,7266,0,15,150,390923,33,227396,163527,28764,M,54,56.5,2,0,0,0,1204953,1,12541,167,0.315,92392
6501,7418,29/4/1996,30276,12,2523,B,21,monthly,388,462589,243761,218828,119200,0,4416,120,0,0,92,20415,18500,0,15,300,338853,40,239345,99508,24930,F,60,60,1,0,0,0,103347,0.67,9104,123,1.785,2326.5
6502,7424,8/12/1997,30276,12,2523,A,68,monthly,498,1989918,1008881,981037,95438,2296,3812,210,0,0,164,98084,6817,164,15,393,1888162,107,1005069,883093,27847,M,37,37,1,0,0,0,228848,0.572,9893,96,4.36,5755
6508,7437,19/4/1998,110736,48,2307,C,19,weekly,254,262170,148383,113787,27604,912,1093,120,0,0,55,9990,6901,228,30,108,232441,35,147290,85151,34595,F,59,59,1,0,0,0,51428,0.527,8402,120,3.54,1049
6509,7445,15/3/1994,55368,24,2307,A,64,monthly,362,852849,432631,420218,0,0,3620,150,0,0,98,20813,0,0,15,93,849079,66,429011,420068,12414,F,60,60,1,0,0,0,197099,0.747,9624,145,1.955,4374.5
6512,7454,26/5/1994,63312,48,1319,A,4,monthly,402,164925,96738,68187,18448,0,1114,120,0,0,82,3992,2306,0,15,110,145243,54,95624,49619,28554,F,43,43,1,0,0,0,149893,0.674,9753,109,4.825,5568
6520,7485,16/3/1994,91200,24,3800,A,39,monthly,231,359984,196349,163635,30837,0,858,45,0,0,36,27894,10279,0,15,118,328244,23,195491,132753,32715,F,44,42.5,2,0,0,0,119895,0.899,10446,90,8.35,4845
6526,7523,3/1/1995,288468,36,8013,A,63,monthly,127,142840,95840,47000,0,0,491,0,0,0,17,23300,0,0,0,201,142349,9,95349,47000,48665,F,41,41,1,0,0,0,86513,0.505,8288,110,4.11,1511
6534,7542,19/10/1997,590820,60,9847,C,54,monthly,521,541742,286298,255444,44196,0,1930,180,0,0,111,20447,3683,0,15,108,495436,71,284368,211068,30859,M,32,32,1,0,0,0,387570,1,9897,140,1.78,18708.5
6535,7546,2/11/1995,41952,12,3496,A,43,monthly,425,618496,321582,296914,38610,490,2458,150,0,0,105,31933,3861,49,15,134,576788,61,319124,257664,24687,M,27,27,1,0,0,0,161854,0.763,9425,125,2.1,3988
6539,7559,11/7/1998,12792,12,1066,C,56,monthly,413,199604,118861,80743,37008,0,1409,135,0,0,78,8027,4112,0,15,163,161052,47,117452,43600,38121,F,26,26,1,0,0,0,124605,0.46,8772,126,4.79,3006
6540,7562,31/12/1995,309600,48,6450,C,72,weekly,348,898554,467021,431533,0,0,2208,180,0,0,56,66119,0,0,30,238,896166,40,464813,431353,35488,M,24,24,1,0,0,0,226122,0.626,8994,110,4.295,9440
6541,7565,17/8/1997,153504,48,3198,C,59,monthly,502,691080,359354,331726,86437,0,2396,180,0,0,111,23192,6649,0,15,111,602067,70,356958,245109,27633,M,24,24,1,0,0,0,108871,0.621,8444,106,3.335,2450
6544,7594,11/12/1997,130464,48,2718,C,16,monthly,664,1563023,797974,765049,36832,22899,4220,240,0,0,191,25039,2302,1347,15,219,1498832,123,793754,705078,32928,M,25,25,1,0,0,0,93931,0.569,8427,107,1.32,1893.5
6545,7606,12/12/1995,191880,60,3198,C,21,monthly,272,1053901,566210,487691,34144,0,1723,120,0,0,87,96902,4268,0,15,280,1017914,62,564487,453427,78521,M,50,50,1,0,0,0,103347,0.67,9104,123,1.785,2326.5
6546,7607,27/3/1995,31728,24,1322,A,1,monthly,568,605262,319032,286230,84280,0,2508,210,0,0,117,11275,6020,0,15,107,518264,71,316524,201740,32803,M,49,49,2,0,0,0,1204953,1,12541,167,0.315,92392
6550,7614,18/5/1996,320592,48,6679,C,62,monthly,465,1221042,645094,575948,0,0,3442,150,0,0,88,28600,0,0,15,245,1217450,64,641652,575798,69149,F,29,31.5,2,1,0,0,145688,0.407,8544,109,1.53,2812.5
6552,7632,8/1/1998,170448,48,3551,C,68,monthly,473,704844,373249,331595,96290,0,2374,165,0,0,85,30264,9629,0,15,170,606015,49,370875,235140,41656,F,56,56.5,2,0,0,0,228848,0.572,9893,96,4.36,5755
6553,7636,26/1/1998,42384,12,3532,C,40,monthly,475,1110705,567078,543627,40001,0,2666,195,0,0,132,72514,3077,0,15,206,1067843,91,564412,503431,23454,F,58,58,1,0,0,0,128118,0.853,9317,97,6.735,6910.5
6554,7637,29/1/1997,390096,48,8127,C,46,monthly,163,223879,134079,89800,0,0,525,0,0,0,16,31400,0,0,0,192,223354,12,133554,89800,44278,M,21,23.5,2,0,0,1,112709,0.735,8369,117,2.005,2736
6562,7674,21/3/1997,94488,24,3937,C,1,monthly,243,769130,419906,349224,8862,0,1651,90,0,0,66,38275,1477,0,15,278,758527,46,418255,340272,70684,M,41,41,1,0,0,0,1204953,1,12541,167,0.315,92392
6568,7713,25/2/1998,220440,60,3674,C,50,weekly,641,553618,292509,261109,50508,0,2855,180,0,0,75,20048,8418,0,30,95,500075,45,289654,210421,31402,F,44,44,1,0,0,0,102609,0.52,8187,94,5.125,2128.5
6569,7721,28/5/1998,45456,12,3788,C,13,monthly,329,497031,277064,219967,0,0,1769,90,0,0,56,15215,0,0,15,176,495172,40,275295,219877,57101,F,52,52,1,1,0,0,53921,0.413,8598,123,2.98,1736
6571,7733,12/5/1998,140064,24,5836,C,19,weekly,673,1955543,1014709,940834,0,0,6522,540,0,0,142,32742,0,0,30,360,1948481,102,1008187,940294,73904,F,49,49,1,1,0,0,51428,0.527,8402,120,3.54,1049
6574,7745,20/12/1997,77544,36,2154,C,2,monthly,386,692158,356452,335706,81280,0,1463,120,0,0,64,34575,10160,0,15,92,609295,37,354989,254306,20750,F,57,57,1,1,0,0,88884,0.467,8507,132,1.725,2416.5
6577,7753,11/3/1994,51696,24,2154,A,74,monthly,396,1417935,728067,689868,0,0,2893,165,0,0,102,11915,0,0,15,127,1414877,78,725174,689703,38202,F,31,31,1,1,0,0,323870,1,10673,100,5.07,18564.5
6578,7765,11/12/1995,27984,12,2332,A,52,weekly,519,554011,286197,267814,82170,0,2819,270,0,0,76,30494,8217,0,30,162,468752,41,283378,185374,18381,M,50,50,1,0,0,0,139012,0.619,8363,108,2.995,2681.5
6580,7769,22/5/1994,196080,48,4085,A,23,monthly,231,492210,289533,202677,0,0,1355,75,0,0,47,12215,0,0,15,124,490780,35,288178,202602,86857,M,41,41,1,0,0,0,87419,0.855,8624,102,2.18,3038.5
6585,7795,29/10/1996,372120,60,6202,C,64,monthly,663,2611329,1328951,1282378,0,0,5315,300,0,0,172,21615,0,0,15,243,2605714,131,1323636,1282078,46581,M,54,58,2,0,1,0,197099,0.747,9624,145,1.955,4374.5
6589,7815,1/1/1996,189696,24,7904,A,19,weekly,267,1030887,559760,471127,11800,17576,1913,240,0,0,89,40970,1475,2197,30,211,999358,56,557847,441511,88662,M,54,54.5,2,0,0,0,51428,0.527,8402,120,3.54,1049
6591,7819,2/2/1995,20832,48,434,C,38,monthly,550,377366,197617,179749,25389,16848,1654,210,0,0,151,10718,1953,1296,15,69,333265,93,195963,137302,17887,M,51,51,1,0,0,0,85852,0.598,8965,104,7.615,2737.5
6594,7824,28/9/1994,189696,24,7904,B,60,monthly,134,22500,22500,0,0,0,0,0,0,0,5,0,0,0,0,0,22500,5,22500,0,22500,F,29,29,1,0,0,0,110643,0.519,8441,115,3.94,2065.5
6596,7844,25/6/1994,91584,24,3816,A,1,monthly,211,465089,257466,207623,0,0,969,30,0,0,31,46775,0,0,15,185,464090,23,256497,207593,49843,F,48,48,1,0,0,0,1204953,1,12541,167,0.315,92392
6598,7857,18/1/1995,68112,12,5676,A,75,monthly,532,1455082,747247,707835,106041,1918,3620,195,0,0,147,56651,8157,137,15,202,1343308,90,743627,599681,39416,F,22,22,1,0,0,0,138032,0.646,8819,99,5.48,4284
6599,7859,19/11/1996,72120,12,6010,A,52,monthly,616,1466449,782538,683911,0,0,6225,225,0,0,102,22215,0,0,15,327,1459999,68,776313,683686,98632,F,47,43.5,2,0,1,0,139012,0.619,8363,108,2.995,2681.5
6600,7861,8/10/1995,21852,36,607,A,34,monthly,169,166182,104541,61641,0,26,640,15,0,0,18,18141,0,26,15,177,165501,11,103901,61600,42899,M,45,45,1,1,0,0,125236,0.877,9675,100,7.04,5256.5
6605,7890,14/10/1997,79344,48,1653,C,23,monthly,567,288537,159267,129270,64560,0,1697,210,0,0,105,5519,4304,0,15,110,222070,58,157570,64500,30004,F,48,48,1,0,0,0,87419,0.855,8624,102,2.18,3038.5
6607,7894,21/10/1997,153144,36,4254,C,27,monthly,560,2098579,1078145,1020434,86040,0,4079,255,0,0,171,116426,4780,0,15,231,2008205,118,1074066,934139,57716,M,30,30,1,1,0,0,67298,0.438,8561,110,0.945,1078
6612,7907,31/8/1997,97392,12,8116,A,70,monthly,400,741456,380800,360656,63270,0,1655,150,0,0,81,12442,6327,0,15,81,676381,48,379145,297236,20146,M,39,38.5,2,0,0,0,285387,0.899,10177,81,7.175,9993
